Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Cellular Response To Organonitrogen Compound (GO:0071417)	2/105	1.656164e-01	3.202424e-01	0	0	2.800369e+00	5.035290e+00	PDE2A;P2RY1
GO_Biological_Process_2023	Intrinsic Apoptotic Signaling Pathway (GO:0097193)	2/105	1.656164e-01	3.202424e-01	0	0	2.800369e+00	5.035290e+00	PPP1R15A;EPHA2
GO_Biological_Process_2023	Negative Regulation Of Endothelial Cell Apoptotic Process (GO:2000352)	1/26	1.659352e-01	3.202424e-01	0	0	5.749565e+00	1.032713e+01	SERPINE1
GO_Biological_Process_2023	Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:0060071)	1/26	1.659352e-01	3.202424e-01	0	0	5.749565e+00	1.032713e+01	FZD7
GO_Biological_Process_2023	Regulation Of Vasoconstriction (GO:0019229)	1/26	1.659352e-01	3.202424e-01	0	0	5.749565e+00	1.032713e+01	PER2
GO_Biological_Process_2023	Mitotic G1 DNA Damage Checkpoint Signaling (GO:0031571)	1/26	1.659352e-01	3.202424e-01	0	0	5.749565e+00	1.032713e+01	PLK3
GO_Biological_Process_2023	Regulation Of Cellular Response To Stress (GO:0080135)	2/107	1.705406e-01	3.246801e-01	0	0	2.746750e+00	4.858401e+00	TAF7;SOX4
GO_Biological_Process_2023	Negative Regulation Of Cellular Process (GO:0048523)	6/537	1.713583e-01	3.246801e-01	0	0	1.642241e+00	2.896912e+00	KANK2;SMAD3;ADAMTS1;NACC2;OSGIN1;SOX4
GO_Biological_Process_2023	GPI Anchor Metabolic Process (GO:0006505)	1/27	1.717395e-01	3.246801e-01	0	0	5.528149e+00	9.739363e+00	PGAP4
GO_Biological_Process_2023	Regulation Of Immunoglobulin Production (GO:0002637)	1/27	1.717395e-01	3.246801e-01	0	0	5.528149e+00	9.739363e+00	DNAJB9
GO_Biological_Process_2023	Cellular Response To Acid Chemical (GO:0071229)	1/27	1.717395e-01	3.246801e-01	0	0	5.528149e+00	9.739363e+00	KLF2
GO_Biological_Process_2023	Regulation Of Transcription Regulatory Region DNA Binding (GO:2000677)	1/27	1.717395e-01	3.246801e-01	0	0	5.528149e+00	9.739363e+00	PER2
GO_Biological_Process_2023	Positive Regulation Of Immune System Process (GO:0002684)	1/27	1.717395e-01	3.246801e-01	0	0	5.528149e+00	9.739363e+00	RSAD2
GO_Biological_Process_2023	Ventricular Septum Morphogenesis (GO:0060412)	1/27	1.717395e-01	3.246801e-01	0	0	5.528149e+00	9.739363e+00	SOX4
GO_Biological_Process_2023	Monoubiquitinated Histone H2A Deubiquitination (GO:0035522)	1/27	1.717395e-01	3.246801e-01	0	0	5.528149e+00	9.739363e+00	TAF7
GO_Biological_Process_2023	Monoubiquitinated Histone Deubiquitination (GO:0035521)	1/27	1.717395e-01	3.246801e-01	0	0	5.528149e+00	9.739363e+00	TAF7
GO_Biological_Process_2023	Negative Regulation Of NIK/NF-kappaB Signaling (GO:1901223)	1/27	1.717395e-01	3.246801e-01	0	0	5.528149e+00	9.739363e+00	HDAC9
GO_Biological_Process_2023	Positive Regulation Of Metabolic Process (GO:0009893)	2/108	1.730120e-01	3.264801e-01	0	0	2.720700e+00	4.773179e+00	PER2;ZBTB7B
GO_Biological_Process_2023	Cellular Response To Salt (GO:1902075)	2/109	1.754894e-01	3.276744e-01	0	0	2.695136e+00	4.690013e+00	CAMK2D;P2RY1
GO_Biological_Process_2023	Positive Regulation Of Wnt Signaling Pathway (GO:0030177)	2/109	1.754894e-01	3.276744e-01	0	0	2.695136e+00	4.690013e+00	BMAL1;SOX4
GO_Biological_Process_2023	Regulation Of Wnt Signaling Pathway (GO:0030111)	2/109	1.754894e-01	3.276744e-01	0	0	2.695136e+00	4.690013e+00	TLE1;FZD7
GO_Biological_Process_2023	RNA Phosphodiester Bond Hydrolysis (GO:0090501)	1/28	1.775037e-01	3.276744e-01	0	0	5.323135e+00	9.202443e+00	PCF11
GO_Biological_Process_2023	Negative Regulation Of Wound Healing (GO:0061045)	1/28	1.775037e-01	3.276744e-01	0	0	5.323135e+00	9.202443e+00	SERPINE1
GO_Biological_Process_2023	Regulation Of Monoatomic Ion Transport (GO:0043269)	1/28	1.775037e-01	3.276744e-01	0	0	5.323135e+00	9.202443e+00	KCNJ2
GO_Biological_Process_2023	Nuclear-Transcribed mRNA Catabolic Process, Nonsense-Mediated Decay (GO:0000184)	1/28	1.775037e-01	3.276744e-01	0	0	5.323135e+00	9.202443e+00	PNRC1
GO_Biological_Process_2023	Regulation Of Sodium Ion Transmembrane Transport (GO:1902305)	1/28	1.775037e-01	3.276744e-01	0	0	5.323135e+00	9.202443e+00	CAMK2D
GO_Biological_Process_2023	Establishment Of Endothelial Barrier (GO:0061028)	1/28	1.775037e-01	3.276744e-01	0	0	5.323135e+00	9.202443e+00	PDE2A
GO_Biological_Process_2023	Positive Regulation Of mRNA Processing (GO:0050685)	1/28	1.775037e-01	3.276744e-01	0	0	5.323135e+00	9.202443e+00	TRA2A
GO_Biological_Process_2023	Positive Regulation Of Protein Import Into Nucleus (GO:0042307)	1/28	1.775037e-01	3.276744e-01	0	0	5.323135e+00	9.202443e+00	SMAD3
GO_Biological_Process_2023	Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043516)	1/28	1.775037e-01	3.276744e-01	0	0	5.323135e+00	9.202443e+00	SOX4
GO_Biological_Process_2023	Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015)	2/111	1.804610e-01	3.325311e-01	0	0	2.645416e+00	4.529589e+00	SMAD3;NREP
GO_Biological_Process_2023	Regulation Of Establishment Of Planar Polarity (GO:0090175)	1/29	1.832280e-01	3.328153e-01	0	0	5.132764e+00	8.710422e+00	FZD7
GO_Biological_Process_2023	RNA Biosynthetic Process (GO:0032774)	1/29	1.832280e-01	3.328153e-01	0	0	5.132764e+00	8.710422e+00	TAF7
GO_Biological_Process_2023	Regulation Of Monoatomic Ion Transmembrane Transport (GO:0034765)	1/29	1.832280e-01	3.328153e-01	0	0	5.132764e+00	8.710422e+00	KCNJ2
GO_Biological_Process_2023	Cardiac Muscle Cell Action Potential (GO:0086001)	1/29	1.832280e-01	3.328153e-01	0	0	5.132764e+00	8.710422e+00	KCNJ2
GO_Biological_Process_2023	Regulation Of Striated Muscle Contraction (GO:0006942)	1/29	1.832280e-01	3.328153e-01	0	0	5.132764e+00	8.710422e+00	GJA5
GO_Biological_Process_2023	Protein Acetylation (GO:0006473)	1/29	1.832280e-01	3.328153e-01	0	0	5.132764e+00	8.710422e+00	CLOCK
GO_Biological_Process_2023	Modified Amino Acid Transport (GO:0072337)	1/29	1.832280e-01	3.328153e-01	0	0	5.132764e+00	8.710422e+00	SLC16A9
GO_Biological_Process_2023	Negative Regulation Of DNA Binding (GO:0043392)	1/29	1.832280e-01	3.328153e-01	0	0	5.132764e+00	8.710422e+00	PER2
GO_Biological_Process_2023	Regulation Of Protein Ubiquitination (GO:0031396)	2/113	1.854539e-01	3.356616e-01	0	0	2.597488e+00	4.376635e+00	PER2;SOX4
GO_Biological_Process_2023	Positive Regulation Of Cellular Component Organization (GO:0051130)	2/113	1.854539e-01	3.356616e-01	0	0	2.597488e+00	4.376635e+00	PPP1R15A;CDC42EP2
GO_Biological_Process_2023	GPI Anchor Biosynthetic Process (GO:0006506)	1/30	1.889128e-01	3.365423e-01	0	0	4.955522e+00	8.258227e+00	PGAP4
GO_Biological_Process_2023	Negative Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050732)	1/30	1.889128e-01	3.365423e-01	0	0	4.955522e+00	8.258227e+00	SH3BP5
GO_Biological_Process_2023	Artery Morphogenesis (GO:0048844)	1/30	1.889128e-01	3.365423e-01	0	0	4.955522e+00	8.258227e+00	GJA5
GO_Biological_Process_2023	Cardiac Muscle Cell Action Potential Involved In Contraction (GO:0086002)	1/30	1.889128e-01	3.365423e-01	0	0	4.955522e+00	8.258227e+00	KCNJ2
GO_Biological_Process_2023	Regulation Of Vasculature Development (GO:1901342)	1/30	1.889128e-01	3.365423e-01	0	0	4.955522e+00	8.258227e+00	EPHA2
GO_Biological_Process_2023	Cytoplasmic Translational Initiation (GO:0002183)	1/30	1.889128e-01	3.365423e-01	0	0	4.955522e+00	8.258227e+00	MIF4GD
GO_Biological_Process_2023	Positive Regulation Of Phosphate Metabolic Process (GO:0045937)	1/30	1.889128e-01	3.365423e-01	0	0	4.955522e+00	8.258227e+00	FZD7
GO_Biological_Process_2023	Intrinsic Apoptotic Signaling Pathway In Response To Endoplasmic Reticulum Stress (GO:0070059)	1/30	1.889128e-01	3.365423e-01	0	0	4.955522e+00	8.258227e+00	PPP1R15A
GO_Biological_Process_2023	Negative Regulation Of Blood Coagulation (GO:0030195)	1/30	1.889128e-01	3.365423e-01	0	0	4.955522e+00	8.258227e+00	SERPINE1
GO_Biological_Process_2023	Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902041)	1/31	1.945584e-01	3.400600e-01	0	0	4.790097e+00	7.841499e+00	SERPINE1
GO_Biological_Process_2023	Organic Cation Transport (GO:0015695)	1/31	1.945584e-01	3.400600e-01	0	0	4.790097e+00	7.841499e+00	SLC19A2
GO_Biological_Process_2023	Cellular Response To cAMP (GO:0071320)	1/31	1.945584e-01	3.400600e-01	0	0	4.790097e+00	7.841499e+00	PDE2A
GO_Biological_Process_2023	Positive Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:1900087)	1/31	1.945584e-01	3.400600e-01	0	0	4.790097e+00	7.841499e+00	ADAMTS1
GO_Biological_Process_2023	Central Nervous System Neuron Differentiation (GO:0021953)	1/31	1.945584e-01	3.400600e-01	0	0	4.790097e+00	7.841499e+00	MDGA1
GO_Biological_Process_2023	Positive Regulation Of Lamellipodium Organization (GO:1902745)	1/31	1.945584e-01	3.400600e-01	0	0	4.790097e+00	7.841499e+00	AUTS2
GO_Biological_Process_2023	Positive Regulation Of Mononuclear Cell Migration (GO:0071677)	1/31	1.945584e-01	3.400600e-01	0	0	4.790097e+00	7.841499e+00	SERPINE1
GO_Biological_Process_2023	Positive Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903052)	1/31	1.945584e-01	3.400600e-01	0	0	4.790097e+00	7.841499e+00	CCDC22
GO_Biological_Process_2023	Modulation Of Excitatory Postsynaptic Potential (GO:0098815)	1/31	1.945584e-01	3.400600e-01	0	0	4.790097e+00	7.841499e+00	TMEM25
GO_Biological_Process_2023	Receptor Signaling Pathway Via STAT (GO:0097696)	1/31	1.945584e-01	3.400600e-01	0	0	4.790097e+00	7.841499e+00	STAT5A
GO_Biological_Process_2023	Negative Regulation Of Cell-Matrix Adhesion (GO:0001953)	1/31	1.945584e-01	3.400600e-01	0	0	4.790097e+00	7.841499e+00	SERPINE1
GO_Biological_Process_2023	Cellular Response To Oxidative Stress (GO:0034599)	2/117	1.954975e-01	3.411164e-01	0	0	2.506633e+00	4.091345e+00	NQO1;BMAL1
GO_Biological_Process_2023	Proteolysis (GO:0006508)	4/330	1.976136e-01	3.442192e-01	0	0	1.775506e+00	2.878879e+00	ADAMTS15;ADAMTS3;DPP8;ADAMTS1
GO_Biological_Process_2023	Cellular Nitrogen Compound Biosynthetic Process (GO:0044271)	1/32	2.001649e-01	3.451235e-01	0	0	4.635344e+00	7.456478e+00	NQO1
GO_Biological_Process_2023	Phosphatidylinositol 3-Kinase Signaling (GO:0014065)	1/32	2.001649e-01	3.451235e-01	0	0	4.635344e+00	7.456478e+00	PIK3C2B
GO_Biological_Process_2023	Regulation Of Transmembrane Transport (GO:0034762)	1/32	2.001649e-01	3.451235e-01	0	0	4.635344e+00	7.456478e+00	KCNJ2
GO_Biological_Process_2023	Gluconeogenesis (GO:0006094)	1/32	2.001649e-01	3.451235e-01	0	0	4.635344e+00	7.456478e+00	PER2
GO_Biological_Process_2023	miRNA Processing (GO:0035196)	1/32	2.001649e-01	3.451235e-01	0	0	4.635344e+00	7.456478e+00	SMAD3
GO_Biological_Process_2023	Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901019)	1/32	2.001649e-01	3.451235e-01	0	0	4.635344e+00	7.456478e+00	CAMK2D
GO_Biological_Process_2023	Positive Regulation Of Angiogenesis (GO:0045766)	2/119	2.005453e-01	3.451954e-01	0	0	2.463535e+00	3.958198e+00	SERPINE1;KLF4
GO_Biological_Process_2023	Cardiac Muscle Contraction (GO:0060048)	1/33	2.057326e-01	3.499859e-01	0	0	4.490263e+00	7.099904e+00	CAMK2D
GO_Biological_Process_2023	Positive Regulation Of DNA Binding (GO:0043388)	1/33	2.057326e-01	3.499859e-01	0	0	4.490263e+00	7.099904e+00	PLAUR
GO_Biological_Process_2023	Positive Regulation Of Notch Signaling Pathway (GO:0045747)	1/33	2.057326e-01	3.499859e-01	0	0	4.490263e+00	7.099904e+00	ENHO
GO_Biological_Process_2023	Positive Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0045742)	1/33	2.057326e-01	3.499859e-01	0	0	4.490263e+00	7.099904e+00	PLAUR
GO_Biological_Process_2023	Positive Regulation Of Telomerase Activity (GO:0051973)	1/33	2.057326e-01	3.499859e-01	0	0	4.490263e+00	7.099904e+00	KLF4
GO_Biological_Process_2023	Monoubiquitinated Protein Deubiquitination (GO:0035520)	1/33	2.057326e-01	3.499859e-01	0	0	4.490263e+00	7.099904e+00	TAF7
GO_Biological_Process_2023	Negative Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043537)	1/33	2.057326e-01	3.499859e-01	0	0	4.490263e+00	7.099904e+00	KLF4
GO_Biological_Process_2023	Fatty Acid Metabolic Process (GO:0006631)	2/122	2.081455e-01	3.517580e-01	0	0	2.401582e+00	3.769325e+00	PER2;ACSL3
GO_Biological_Process_2023	Potassium Ion Transport (GO:0006813)	2/122	2.081455e-01	3.517580e-01	0	0	2.401582e+00	3.769325e+00	KCNG4;KCNJ2
GO_Biological_Process_2023	Regulation Of Cell Growth (GO:0001558)	3/227	2.098649e-01	3.517580e-01	0	0	1.933791e+00	3.019210e+00	CAMK2D;SMAD3;OSGIN1
GO_Biological_Process_2023	Positive Regulation Of Epithelial Cell Proliferation (GO:0050679)	2/123	2.106858e-01	3.517580e-01	0	0	2.381613e+00	3.709094e+00	STAT5A;FZD7
GO_Biological_Process_2023	DNA Damage Checkpoint Signaling (GO:0000077)	1/34	2.112619e-01	3.517580e-01	0	0	4.353975e+00	6.768936e+00	CLOCK
GO_Biological_Process_2023	Regulation Of Interleukin-17 Production (GO:0032660)	1/34	2.112619e-01	3.517580e-01	0	0	4.353975e+00	6.768936e+00	ZBTB7B
GO_Biological_Process_2023	Regulation Of Phosphatidylinositol 3-Kinase Activity (GO:0043551)	1/34	2.112619e-01	3.517580e-01	0	0	4.353975e+00	6.768936e+00	PIK3IP1
GO_Biological_Process_2023	Cellular Response To Glucose Stimulus (GO:0071333)	1/34	2.112619e-01	3.517580e-01	0	0	4.353975e+00	6.768936e+00	SOX4
GO_Biological_Process_2023	Smoothened Signaling Pathway (GO:0007224)	1/34	2.112619e-01	3.517580e-01	0	0	4.353975e+00	6.768936e+00	DYRK2
GO_Biological_Process_2023	Positive Regulation Of Immunoglobulin Production (GO:0002639)	1/34	2.112619e-01	3.517580e-01	0	0	4.353975e+00	6.768936e+00	DNAJB9
GO_Biological_Process_2023	Superoxide Metabolic Process (GO:0006801)	1/34	2.112619e-01	3.517580e-01	0	0	4.353975e+00	6.768936e+00	NQO1
GO_Biological_Process_2023	Histone Deubiquitination (GO:0016578)	1/34	2.112619e-01	3.517580e-01	0	0	4.353975e+00	6.768936e+00	TAF7
GO_Biological_Process_2023	Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070884)	1/34	2.112619e-01	3.517580e-01	0	0	4.353975e+00	6.768936e+00	DYRK2
GO_Biological_Process_2023	Cellular Response To Lipid (GO:0071396)	3/228	2.116641e-01	3.518527e-01	0	0	1.925098e+00	2.989205e+00	FZD7;SERPINE1;ADCY2
GO_Biological_Process_2023	Negative Regulation Of Growth (GO:0045926)	2/124	2.132292e-01	3.527282e-01	0	0	2.361972e+00	3.650162e+00	SMAD3;OSGIN1
GO_Biological_Process_2023	Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167)	2/124	2.132292e-01	3.527282e-01	0	0	2.361972e+00	3.650162e+00	MUSK;EPHA2
GO_Biological_Process_2023	Protein Dephosphorylation (GO:0006470)	2/124	2.132292e-01	3.527282e-01	0	0	2.361972e+00	3.650162e+00	PPP1R15A;PPP1R15B
GO_Biological_Process_2023	Negative Regulation Of Cell Growth (GO:0030308)	2/125	2.157757e-01	3.550668e-01	0	0	2.342650e+00	3.592491e+00	SMAD3;OSGIN1
GO_Biological_Process_2023	Regulation Of Cellular Senescence (GO:2000772)	1/35	2.167530e-01	3.550668e-01	0	0	4.225703e+00	6.461088e+00	BMAL1
GO_Biological_Process_2023	Action Potential (GO:0001508)	1/35	2.167530e-01	3.550668e-01	0	0	4.225703e+00	6.461088e+00	KCNJ2
GO_Biological_Process_2023	Hexose Biosynthetic Process (GO:0019319)	1/35	2.167530e-01	3.550668e-01	0	0	4.225703e+00	6.461088e+00	PER2
GO_Biological_Process_2023	Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:0072332)	1/35	2.167530e-01	3.550668e-01	0	0	4.225703e+00	6.461088e+00	DYRK2
GO_Biological_Process_2023	Regulation Of Cardiac Muscle Contraction (GO:0055117)	1/35	2.167530e-01	3.550668e-01	0	0	4.225703e+00	6.461088e+00	GJA5
GO_Biological_Process_2023	Negative Regulation Of Multicellular Organismal Process (GO:0051241)	3/231	2.170820e-01	3.550668e-01	0	0	1.899478e+00	2.901414e+00	ID1;HDAC9;BMAL1
GO_Biological_Process_2023	Positive Regulation Of Intracellular Protein Transport (GO:0090316)	2/126	2.183250e-01	3.565275e-01	0	0	2.323640e+00	3.536047e+00	PLK3;SMAD3
GO_Biological_Process_2023	Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)	3/232	2.188946e-01	3.568857e-01	0	0	1.891087e+00	2.872872e+00	TLE1;CCDC22;CXXC5
GO_Biological_Process_2023	DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0030330)	1/36	2.222061e-01	3.588399e-01	0	0	4.104762e+00	6.174178e+00	PLK3
GO_Biological_Process_2023	Negative Regulation Of Protein Kinase B Signaling (GO:0051898)	1/36	2.222061e-01	3.588399e-01	0	0	4.104762e+00	6.174178e+00	EPHA2
GO_Biological_Process_2023	Regulation Of Intracellular Protein Transport (GO:0033157)	1/36	2.222061e-01	3.588399e-01	0	0	4.104762e+00	6.174178e+00	PLK3
GO_Biological_Process_2023	Positive Regulation Of RNA Splicing (GO:0033120)	1/36	2.222061e-01	3.588399e-01	0	0	4.104762e+00	6.174178e+00	TRA2A
GO_Biological_Process_2023	Histone H3 Acetylation (GO:0043966)	1/36	2.222061e-01	3.588399e-01	0	0	4.104762e+00	6.174178e+00	TAF7
GO_Biological_Process_2023	Receptor Signaling Pathway Via JAK-STAT (GO:0007259)	1/36	2.222061e-01	3.588399e-01	0	0	4.104762e+00	6.174178e+00	STAT5A
GO_Biological_Process_2023	Protein Homooligomerization (GO:0051260)	2/129	2.259884e-01	3.635521e-01	0	0	2.268406e+00	3.373737e+00	NACC2;KCNJ2
GO_Biological_Process_2023	Regulation Of DNA Repair (GO:0006282)	2/129	2.259884e-01	3.635521e-01	0	0	2.268406e+00	3.373737e+00	TAF7;NPAS2
GO_Biological_Process_2023	Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662)	1/37	2.276215e-01	3.635521e-01	0	0	3.990539e+00	5.906283e+00	TAFA5
GO_Biological_Process_2023	Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000649)	1/37	2.276215e-01	3.635521e-01	0	0	3.990539e+00	5.906283e+00	CAMK2D
GO_Biological_Process_2023	Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705)	1/37	2.276215e-01	3.635521e-01	0	0	3.990539e+00	5.906283e+00	TAFA5
GO_Biological_Process_2023	Mitochondrion Disassembly (GO:0061726)	1/37	2.276215e-01	3.635521e-01	0	0	3.990539e+00	5.906283e+00	GABARAPL1
GO_Biological_Process_2023	Muscle Cell Differentiation (GO:0042692)	1/37	2.276215e-01	3.635521e-01	0	0	3.990539e+00	5.906283e+00	MRTFA
GO_Biological_Process_2023	Synapse Organization (GO:0050808)	2/131	2.311086e-01	3.675332e-01	0	0	2.233011e+00	3.271065e+00	PPFIBP1;MUSK
GO_Biological_Process_2023	Negative Regulation Of Epithelial Cell Apoptotic Process (GO:1904036)	1/38	2.329994e-01	3.675332e-01	0	0	3.882491e+00	5.655700e+00	SERPINE1
GO_Biological_Process_2023	G2/M Transition Of Mitotic Cell Cycle (GO:0000086)	1/38	2.329994e-01	3.675332e-01	0	0	3.882491e+00	5.655700e+00	PLK3
GO_Biological_Process_2023	Regulation Of Protein Import Into Nucleus (GO:0042306)	1/38	2.329994e-01	3.675332e-01	0	0	3.882491e+00	5.655700e+00	SMAD3
GO_Biological_Process_2023	Response To cAMP (GO:0051591)	1/38	2.329994e-01	3.675332e-01	0	0	3.882491e+00	5.655700e+00	PDE2A
GO_Biological_Process_2023	Response To Peptide (GO:1901652)	1/38	2.329994e-01	3.675332e-01	0	0	3.882491e+00	5.655700e+00	STAT5A
GO_Biological_Process_2023	Positive Regulation Of Myoblast Differentiation (GO:0045663)	1/38	2.329994e-01	3.675332e-01	0	0	3.882491e+00	5.655700e+00	SOX4
GO_Biological_Process_2023	Positive Regulation Of Production Of Molecular Mediator Of Immune Response (GO:0002702)	1/38	2.329994e-01	3.675332e-01	0	0	3.882491e+00	5.655700e+00	DNAJB9
GO_Biological_Process_2023	RNA Transport (GO:0050658)	1/39	2.383402e-01	3.685413e-01	0	0	3.780130e+00	5.420918e+00	NUP188
GO_Biological_Process_2023	Negative Regulation Of Protein Secretion (GO:0050709)	1/39	2.383402e-01	3.685413e-01	0	0	3.780130e+00	5.420918e+00	RSAD2
GO_Biological_Process_2023	Regulation Of Mitochondrial Membrane Potential (GO:0051881)	1/39	2.383402e-01	3.685413e-01	0	0	3.780130e+00	5.420918e+00	RNF122
GO_Biological_Process_2023	Neuron Projection Extension (GO:1990138)	1/39	2.383402e-01	3.685413e-01	0	0	3.780130e+00	5.420918e+00	AUTS2
GO_Biological_Process_2023	Nuclear Transport (GO:0051169)	1/39	2.383402e-01	3.685413e-01	0	0	3.780130e+00	5.420918e+00	NUP188
GO_Biological_Process_2023	Carboxylic Acid Transmembrane Transport (GO:1905039)	1/39	2.383402e-01	3.685413e-01	0	0	3.780130e+00	5.420918e+00	SLC16A9
GO_Biological_Process_2023	Regulation Of Protein Tyrosine Kinase Activity (GO:0061097)	1/39	2.383402e-01	3.685413e-01	0	0	3.780130e+00	5.420918e+00	SH3BP5
GO_Biological_Process_2023	Regulation Of Receptor-Mediated Endocytosis (GO:0048259)	1/39	2.383402e-01	3.685413e-01	0	0	3.780130e+00	5.420918e+00	SERPINE1
GO_Biological_Process_2023	Positive Regulation Of Intracellular Transport (GO:0032388)	1/39	2.383402e-01	3.685413e-01	0	0	3.780130e+00	5.420918e+00	PLK3
GO_Biological_Process_2023	Positive Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001244)	1/39	2.383402e-01	3.685413e-01	0	0	3.780130e+00	5.420918e+00	NACC2
GO_Biological_Process_2023	Positive Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062208)	1/39	2.383402e-01	3.685413e-01	0	0	3.780130e+00	5.420918e+00	RSAD2
GO_Biological_Process_2023	Vitamin Transport (GO:0051180)	1/39	2.383402e-01	3.685413e-01	0	0	3.780130e+00	5.420918e+00	SLC19A2
GO_Biological_Process_2023	Negative Regulation Of Cell-Substrate Adhesion (GO:0010812)	1/39	2.383402e-01	3.685413e-01	0	0	3.780130e+00	5.420918e+00	FZD7
GO_Biological_Process_2023	Regulation Of ERK1 And ERK2 Cascade (GO:0070372)	3/244	2.408757e-01	3.704542e-01	0	0	1.795826e+00	2.556312e+00	MUSK;P2RY1;EPHA2
GO_Biological_Process_2023	Negative Regulation Of Secretion By Cell (GO:1903531)	1/40	2.436441e-01	3.704542e-01	0	0	3.683017e+00	5.200593e+00	RSAD2
GO_Biological_Process_2023	Regulation Of Protein Dephosphorylation (GO:0035304)	1/40	2.436441e-01	3.704542e-01	0	0	3.683017e+00	5.200593e+00	PPP1R15A
GO_Biological_Process_2023	Cell Cycle G2/M Phase Transition (GO:0044839)	1/40	2.436441e-01	3.704542e-01	0	0	3.683017e+00	5.200593e+00	PLK3
GO_Biological_Process_2023	Positive Regulation Of Cell Cycle G1/S Phase Transition (GO:1902808)	1/40	2.436441e-01	3.704542e-01	0	0	3.683017e+00	5.200593e+00	ADAMTS1
GO_Biological_Process_2023	Endothelial Cell Migration (GO:0043542)	1/40	2.436441e-01	3.704542e-01	0	0	3.683017e+00	5.200593e+00	ID1
GO_Biological_Process_2023	Positive Regulation Of Insulin Secretion (GO:0032024)	1/40	2.436441e-01	3.704542e-01	0	0	3.683017e+00	5.200593e+00	SOX4
GO_Biological_Process_2023	Positive Regulation Of Wound Healing (GO:0090303)	1/40	2.436441e-01	3.704542e-01	0	0	3.683017e+00	5.200593e+00	SERPINE1
GO_Biological_Process_2023	mRNA 3'-End Processing (GO:0031124)	1/40	2.436441e-01	3.704542e-01	0	0	3.683017e+00	5.200593e+00	PCF11
GO_Biological_Process_2023	Protein Deacetylation (GO:0006476)	1/40	2.436441e-01	3.704542e-01	0	0	3.683017e+00	5.200593e+00	HDAC9
GO_Biological_Process_2023	Negative Regulation Of Cell-Cell Adhesion (GO:0022408)	1/40	2.436441e-01	3.704542e-01	0	0	3.683017e+00	5.200593e+00	KLF4
GO_Biological_Process_2023	Regulation Of Protein Kinase B Signaling (GO:0051896)	2/136	2.439399e-01	3.704542e-01	0	0	2.149145e+00	3.032085e+00	MYORG;EPHA2
GO_Biological_Process_2023	Potassium Ion Transmembrane Transport (GO:0071805)	2/137	2.465103e-01	3.732451e-01	0	0	2.133117e+00	2.987114e+00	KCNG4;KCNJ2
GO_Biological_Process_2023	Protein Localization To Plasma Membrane (GO:0072659)	2/137	2.465103e-01	3.732451e-01	0	0	2.133117e+00	2.987114e+00	P2RY1;EPHA2
GO_Biological_Process_2023	Non-Canonical Wnt Signaling Pathway (GO:0035567)	1/41	2.489113e-01	3.746538e-01	0	0	3.590761e+00	4.993523e+00	FZD7
GO_Biological_Process_2023	Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090199)	1/41	2.489113e-01	3.746538e-01	0	0	3.590761e+00	4.993523e+00	PLAUR
GO_Biological_Process_2023	Cellular Response To Retinoic Acid (GO:0071300)	1/41	2.489113e-01	3.746538e-01	0	0	3.590761e+00	4.993523e+00	FZD7
GO_Biological_Process_2023	Positive Regulation Of Actin Filament Polymerization (GO:0030838)	1/41	2.489113e-01	3.746538e-01	0	0	3.590761e+00	4.993523e+00	CDC42EP2
GO_Biological_Process_2023	Ubiquitin-Dependent Protein Catabolic Process (GO:0006511)	4/367	2.520376e-01	3.769589e-01	0	0	1.591511e+00	2.193384e+00	ANKRD9;CLOCK;BMAL1;RNF122
GO_Biological_Process_2023	DNA Integrity Checkpoint Signaling (GO:0031570)	1/42	2.541421e-01	3.769589e-01	0	0	3.503005e+00	4.798632e+00	CLOCK
GO_Biological_Process_2023	Branching Morphogenesis Of An Epithelial Tube (GO:0048754)	1/42	2.541421e-01	3.769589e-01	0	0	3.503005e+00	4.798632e+00	EPHA2
